Garden identity;Subplot identity;Species;Range type;Herbivory;Competition;Survival;RGR leaf number;Number flowering units;Incidence of flowering ;Aboveground biomass;Plant height;Specific leaf area;Minimum temperature;Summertemperature 2009;Summerprecipitation 2009;Precipitation of the vegetation period 2009;Temperature of the vegetation period 2009;Precipitation of the vegetation period 2008;Temperature of the vegetation period 2008;Precipitation of the vegetation period 2008-2009;Temperature of the vegetation period 2008-2009;PCA1;PCA2
JEN;JEN_14;Ca_v;o;1;0;1;0.0229;48;1;35.109;69;133.09;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;K_p;o;0;0;1;0.0052;49;1;NA;100;105.67;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;Sc_o;c;0;1;1;0.0117;51;1;18.693;87;87.95;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_10;Sc_o;c;1;1;1;0.0066;53;1;21.542;95;71.67;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;K_p;o;1;0;1;0.0054;55;1;30.318;104;58.54;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;K_m;c;1;1;1;-0.0106;57;1;20.457;62;107.61;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_9;Ca_b;c;1;0;0;NA;57;1;NA;101;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_10;Sc_c;o;1;1;1;-0.0030;61;1;23.715;105;89.69;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;K_m;c;0;0;1;0.0006;62;1;NA;60;97.84;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;Ca_b;c;0;0;0;NA;62;1;NA;106;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;K_m;c;1;0;1;0.0004;63;1;29.310;69;96.75;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_13;K_m;c;0;1;1;0.0012;64;1;7.958;61;44.97;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;Sc_c;o;0;1;1;-0.0157;64;1;25.977;90;112.94;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;D_c;c;1;0;1;0.0030;65;1;7.609;51;80.42;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_5;Sc_c;o;0;1;1;0.0140;65;1;NA;90;81.70;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;Sc_c;o;1;1;1;-0.0084;66;1;16.303;104;91.49;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;Ca_b;c;0;1;0;NA;69;1;NA;116;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;D_c;c;0;1;1;-0.0139;70;1;7.372;65;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_4;Sc_c;o;1;1;1;0.0036;73;1;32.267;139;73.76;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;Sc_o;c;1;0;1;0.0211;75;1;47.777;99;71.64;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;K_m;c;0;1;1;-0.0157;76;1;24.767;76;121.98;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_4;C_st;c;1;1;0;NA;79;1;NA;107;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;Sc_c;o;1;1;1;-0.0033;79;1;33.688;114;79.22;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;D_c;c;1;1;1;-0.0001;81;1;14.898;81;84.94;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;Sc_o;c;1;1;1;0.0079;84;1;34.440;108;65.58;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_13;Sc_c;o;0;1;1;0.0093;84;1;29.020;129;99.24;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;Sc_c;o;0;0;1;0.0135;85;1;62.126;127;75.11;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;Ca_b;c;0;0;1;0.0023;87;1;116.421;88;118.32;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_8;K_m;c;1;0;1;-0.0017;90;1;32.570;65;68.02;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_13;Si_o;c;0;1;1;-0.0106;91;1;1.794;56;117.18;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;K_m;c;0;1;1;0.0040;91;1;27.037;91;101.83;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;K_m;c;1;0;1;0.0103;92;1;30.915;56;124.70;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;Sc_c;o;0;0;1;0.0210;94;1;81.428;79;82.23;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;D_c;c;0;1;1;-0.0076;95;1;12.467;69;75.44;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;Sc_c;o;0;1;1;0.0138;97;1;126.185;92;81.46;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;Sc_o;c;0;0;1;0.0158;98;1;41.482;103;83.40;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_13;D_c;c;0;1;1;-0.0120;104;1;11.718;64;119.85;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;Sc_c;o;0;0;1;0.0020;104;1;NA;103;80.25;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;D_d;o;0;0;1;0.0203;106;1;27.406;18;126.84;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;Sc_c;o;1;0;1;0.0133;109;1;38.620;128;82.58;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;K_m;c;0;0;1;0.0097;110;1;20.456;55;52.34;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;K_m;c;0;0;1;0.0061;110;1;52.708;74;102.40;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;D_c;c;1;1;1;0.0006;113;1;18.467;74;96.74;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_4;Sc_o;c;1;1;1;-0.0015;113;1;26.062;105;77.94;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_10;D_d;o;1;1;1;-0.0067;114;1;11.662;37;144.48;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;K_m;c;0;0;1;0.0116;114;1;29.364;76;96.10;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;Sc_c;o;1;0;1;0.0061;117;1;72.626;116;86.65;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;Sc_o;c;0;1;1;-0.0022;128;1;66.967;110;78.08;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_8;Sc_c;o;1;0;1;0.0241;136;1;100.710;110;76.53;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;I_c;o;1;1;1;0.0106;140;1;20.634;93;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_4;I_c;o;1;1;1;0.0074;140;1;21.927;95;155.32;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_10;D_c;c;1;1;1;-0.0045;141;1;23.580;76;68.25;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_13;C_st;c;0;1;0;NA;151;1;NA;121;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;C_st;c;1;1;0;NA;151;1;NA;148;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;Sc_o;c;1;0;1;0.0136;154;1;115.420;132;75.13;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_4;D_c;c;1;1;1;0.0070;156;1;18.778;66;89.63;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;I_c;o;1;1;1;-0.0010;160;1;25.002;100;147.92;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_8;I_c;o;1;0;1;0.0008;160;1;31.541;122;106.73;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;C_st;c;0;1;0;NA;161;1;NA;107;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;Sc_o;c;0;0;1;0.0229;161;1;68.590;140;67.51;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;Sc_o;c;0;0;1;0.0086;166;1;NA;125;79.91;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;Sc_c;o;0;0;1;0.0205;176;1;97.183;97;73.37;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_9;Sc_c;o;1;0;1;0.0109;180;1;77.806;105;78.77;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_5;Sc_o;c;0;1;1;0.0002;184;1;NA;109;72.52;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;D_c;c;0;0;1;0.0158;189;1;30.525;82;74.46;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;I_c;o;0;1;0;NA;190;1;NA;86;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;Sc_o;c;0;0;1;0.0108;208;1;115.761;99;85.69;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;C_st;c;0;0;0;NA;229;1;NA;113;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_5;Si_o;c;0;1;0;NA;230;1;NA;56;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;D_c;c;0;0;1;-0.0011;233;1;33.897;68;66.67;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_9;I_c;o;1;0;1;0.0169;240;1;38.067;100;122.03;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;C_st;c;0;0;0;NA;267;1;NA;156;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;D_c;c;0;0;1;-0.0242;268;1;20.476;75;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_13;I_c;o;0;1;1;0.0210;270;1;45.802;106;112.99;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;Si_o;c;1;0;1;-0.0059;272;1;7.054;44;61.59;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_8;D_c;c;1;0;1;0.0018;283;1;48.821;75;76.94;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;D_c;c;0;0;1;-0.0050;303;1;NA;50;109.40;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;I_c;o;0;0;1;0.0197;310;1;52.312;132;136.97;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_4;Si_n;o;1;1;1;-0.0151;314;1;7.940;NA;173.85;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_5;D_c;c;0;1;1;-0.0217;316;1;NA;66;81.27;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_8;Sc_o;c;1;0;1;0.0172;318;1;175.690;148;80.16;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;I_c;o;1;0;1;-0.0022;320;1;49.932;123;110.77;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_9;D_c;c;1;0;1;0.0096;322;1;43.692;70;88.02;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;D_d;o;0;1;1;0.0036;333;1;17.413;33;121.24;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;C_st;c;1;1;0;NA;347;1;NA;141;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_4;Si_o;c;1;1;0;NA;350;1;NA;62;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;Si_o;c;1;1;1;-0.0367;353;1;3.194;52;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;Si_n;o;1;1;1;-0.0090;365;1;10.048;70;165.72;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;Si_o;c;0;0;1;-0.0082;366;1;NA;79;80.69;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_5;I_c;o;0;1;1;0.0236;370;1;NA;135;127.69;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_8;Si_o;c;1;0;1;-0.0171;371;1;8.510;59;70.36;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;I_c;o;0;0;1;-0.0022;380;1;38.361;102;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;D_c;c;1;0;1;0.0138;427;1;67.212;64;106.50;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;I_c;o;0;0;1;0.0219;430;1;62.642;108;106.64;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;C_st;c;0;1;1;0.0048;463;1;106.945;133;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_4;D_d;o;1;1;1;0.0210;470;1;45.469;43;151.53;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_13;D_d;o;0;1;1;0.0055;502;1;36.770;42;194.20;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;Si_o;c;0;1;1;-0.0222;530;1;5.504;58;67.91;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;C_st;c;0;0;0;NA;556;1;NA;139;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;I_c;o;1;0;1;0.0186;575;1;72.252;123;139.28;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;Si_n;o;1;1;1;-0.0043;634;1;19.634;68;131.45;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;D_d;o;1;1;1;0.0075;635;1;28.839;42;126.75;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;C_st;c;0;0;0;NA;670;1;NA;136;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;Si_o;c;1;1;1;-0.0231;700;1;2.364;46;76.94;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;Si_o;c;0;0;1;-0.0098;700;1;11.038;77;60.53;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;Si_n;o;0;1;1;-0.0096;742;1;35.521;62;123.02;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;D_d;o;1;1;1;0.0135;805;1;82.577;39;108.27;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;Si_o;c;0;0;1;-0.0094;829;1;4.290;84;150.86;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;D_d;o;0;0;1;0.0203;830;1;75.169;47;67.19;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_9;D_d;o;1;0;1;0.0342;851;1;80.224;62;152.20;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;D_d;o;1;0;1;0.0171;855;1;102.957;48;116.93;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;D_d;o;0;1;1;0.0074;865;1;60.750;60;131.41;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;D_d;o;0;0;1;0.0171;955;1;NA;57;134.84;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;D_d;o;0;0;1;0.0119;965;1;106.524;48;113.06;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_10;Si_n;o;1;1;1;-0.0062;1039;1;39.752;104;206.11;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_15;Si_n;o;0;0;1;-0.0068;1040;1;40.402;74;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_13;Si_n;o;0;1;1;-0.0055;1146;1;57.943;78;188.55;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_14;Si_n;o;1;0;1;-0.0063;1225;1;42.629;63;177.88;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_8;D_d;o;1;0;1;0.0272;1255;1;275.799;52;114.70;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_9;C_st;c;1;0;0;NA;1303;1;NA;145;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_8;Si_n;o;1;0;1;-0.0022;1340;1;62.580;73;136.72;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_5;D_d;o;0;1;1;0.0156;1475;1;NA;55;125.82;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;Si_o;c;1;0;1;-0.0168;1610;1;7.004;71;64.38;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_9;Si_n;o;1;0;1;-0.0085;1772;1;56.123;92;95.99;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;D_d;o;1;0;1;0.0156;1789;1;127.307;52;123.69;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;Si_o;c;0;0;1;0.0011;2000;1;15.507;96;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;C_st;c;1;0;0;NA;2142;1;NA;124;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_2;Si_n;o;0;0;1;-0.0154;2305;1;113.070;75;88.52;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_10;C_st;c;1;1;0;NA;3550;1;NA;140;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_9;Si_o;c;1;0;1;-0.0143;NA;1;7.188;38;59.50;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;Ca_v;o;0;1;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_1;Si_o;c;0;1;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_3;Si_n;o;1;0;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_5;Ca_b;c;0;1;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_5;Si_n;o;0;1;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_6;Sc_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_7;Ca_v;o;0;1;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_10;Si_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_11;Si_n;o;0;0;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_12;K_p;o;1;1;1;0.0025;NA;NA;11.591;NA;106.14;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
JEN;JEN_16;Si_n;o;0;0;0;NA;NA;NA;NA;NA;NA;-2.55;53.15;173.25;362.8;94.85;159.25;40.6;522.05;135.45;-0.9821;0.4181
MAI;MAI_3;I_c;o;1;1;1;-0.0035;0;0;11.565;0;173.91;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_5;I_c;o;1;0;1;0.0058;0;0;17.783;0;150.81;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_10;I_c;o;1;1;1;0.0148;0;0;16.690;0;140.50;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_15;I_c;o;1;1;1;0.0117;0;0;16.229;0;238.30;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_14;I_h;c;0;0;1;0.0064;0;0;0.074;6.5;166.61;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_7;I_h;c;1;0;1;0.0272;0;0;1.432;12;107.56;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_15;I_h;c;1;1;1;-0.0012;0;0;0.203;12;125.41;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_2;I_h;c;0;1;1;-0.0028;0;0;0.276;13;158.90;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_5;I_h;c;1;0;1;0.0078;0;0;1.704;13;145.12;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_10;I_h;c;1;1;1;0.0030;0;0;0.118;13;278.92;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_8;I_h;c;1;0;1;0.0248;0;0;1.733;13.5;90.34;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_11;I_h;c;1;1;1;0.0070;0;0;0.143;15;245.75;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
MAI;MAI_16;I_h;c;0;1;1;0.0207;0;0;0.365;16;144.32;0.2;56.6;163.2;281.6;102.4;169.1;42;450.7;144.4;2.7578;-0.1267
