"field","exp","plot","year","disk","disk.trt","ntrt","nadd","trt","other.add","dur","origin","mass.above"
"C",1,29,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"NATIVE",11.7666
"C",1,29,2004,0,"Intact",8,27.2,"2. NPK+",1,23,NA,20.933
"C",1,30,1982,0,"Intact",9,0,"1. Control",0,1,"INTRODUCED",0.187
"C",1,30,1982,0,"Intact",9,0,"1. Control",0,1,"NATIVE",90.884
"C",1,30,1982,0,"Intact",9,0,"1. Control",0,1,NA,20.1
"C",1,30,1983,0,"Intact",9,0,"1. Control",0,2,"INTRODUCED",0.037
"C",1,30,1983,0,"Intact",9,0,"1. Control",0,2,"NATIVE",145.611
"C",1,30,1983,0,"Intact",9,0,"1. Control",0,2,NA,13.167
"C",1,30,1984,0,"Intact",9,0,"1. Control",0,3,"NATIVE",99.276
"C",1,30,1984,0,"Intact",9,0,"1. Control",0,3,NA,18.6
"C",1,30,1985,0,"Intact",9,0,"1. Control",0,4,"NATIVE",34.89
"C",1,30,1985,0,"Intact",9,0,"1. Control",0,4,NA,98.933
"C",1,30,1986,0,"Intact",9,0,"1. Control",0,5,"INTRODUCED",0.133
"C",1,30,1986,0,"Intact",9,0,"1. Control",0,5,"NATIVE",97.833
"C",1,30,1986,0,"Intact",9,0,"1. Control",0,5,NA,17.433
"C",1,30,1987,0,"Intact",9,0,"1. Control",0,6,"INTRODUCED",0.033
"C",1,30,1987,0,"Intact",9,0,"1. Control",0,6,"NATIVE",186.37
"C",1,30,1987,0,"Intact",9,0,"1. Control",0,6,NA,21.967
"C",1,30,1988,0,"Intact",9,0,"1. Control",0,7,"NATIVE",116.899
"C",1,30,1988,0,"Intact",9,0,"1. Control",0,7,NA,8.333
"C",1,30,1989,0,"Intact",9,0,"1. Control",0,8,"NATIVE",173
"C",1,30,1989,0,"Intact",9,0,"1. Control",0,8,NA,9.767
"C",1,30,1990,0,"Intact",9,0,"1. Control",0,9,"NATIVE",175.333
"C",1,30,1990,0,"Intact",9,0,"1. Control",0,9,NA,9.4
"C",1,30,1991,0,"Intact",9,0,"1. Control",0,10,"INTRODUCED",6.3
"C",1,30,1991,0,"Intact",9,0,"1. Control",0,10,"NATIVE",154.344
"C",1,30,1991,0,"Intact",9,0,"1. Control",0,10,NA,21.933
"C",1,30,1992,0,"Intact",9,0,"1. Control",0,11,"INTRODUCED",0.18
"C",1,30,1992,0,"Intact",9,0,"1. Control",0,11,"NATIVE",124.06
"C",1,30,1992,0,"Intact",9,0,"1. Control",0,11,NA,43.967
"C",1,30,1993,0,"Intact",9,0,"1. Control",0,12,"INTRODUCED",1.733
"C",1,30,1993,0,"Intact",9,0,"1. Control",0,12,"NATIVE",137.233
"C",1,30,1993,0,"Intact",9,0,"1. Control",0,12,NA,32.867
"C",1,30,1994,0,"Intact",9,0,"1. Control",0,13,"NATIVE",73.821
"C",1,30,1994,0,"Intact",9,0,"1. Control",0,13,NA,24.567
"C",1,30,1995,0,"Intact",9,0,"1. Control",0,14,"INTRODUCED",0.861
"C",1,30,1995,0,"Intact",9,0,"1. Control",0,14,"NATIVE",135.752
"C",1,30,1995,0,"Intact",9,0,"1. Control",0,14,NA,58.067
"C",1,30,1996,0,"Intact",9,0,"1. Control",0,15,"NATIVE",278.439
"C",1,30,1996,0,"Intact",9,0,"1. Control",0,15,NA,45.3
"C",1,30,1997,0,"Intact",9,0,"1. Control",0,16,"INTRODUCED",0.1
"C",1,30,1997,0,"Intact",9,0,"1. Control",0,16,"NATIVE",168.568
"C",1,30,1997,0,"Intact",9,0,"1. Control",0,16,NA,27.5
"C",1,30,1998,0,"Intact",9,0,"1. Control",0,17,"NATIVE",197.231
"C",1,30,1998,0,"Intact",9,0,"1. Control",0,17,NA,19.433
"C",1,30,1999,0,"Intact",9,0,"1. Control",0,18,"NATIVE",218.35
"C",1,30,1999,0,"Intact",9,0,"1. Control",0,18,NA,36.733
"C",1,30,2000,0,"Intact",9,0,"1. Control",0,19,"NATIVE",121.218
"C",1,30,2000,0,"Intact",9,0,"1. Control",0,19,NA,44.1
"C",1,30,2001,0,"Intact",9,0,"1. Control",0,20,"NATIVE",65.5
"C",1,30,2001,0,"Intact",9,0,"1. Control",0,20,NA,36
"C",1,30,2002,0,"Intact",9,0,"1. Control",0,21,"INTRODUCED",2.433
"C",1,30,2002,0,"Intact",9,0,"1. Control",0,21,"NATIVE",149.04
"C",1,30,2002,0,"Intact",9,0,"1. Control",0,21,NA,28.7
"C",1,30,2003,0,"Intact",9,0,"1. Control",0,22,"INTRODUCED",1.033
"C",1,30,2003,0,"Intact",9,0,"1. Control",0,22,"NATIVE",118.267
"C",1,30,2003,0,"Intact",9,0,"1. Control",0,22,NA,35.167
"C",1,30,2004,0,"Intact",9,0,"1. Control",0,23,"INTRODUCED",4.1333
"C",1,30,2004,0,"Intact",9,0,"1. Control",0,23,"NATIVE",115.9003
"C",1,30,2004,0,"Intact",9,0,"1. Control",0,23,NA,18.5663
"C",1,33,1982,0,"Intact",9,0,"1. Control",0,1,"NATIVE",212.736
"C",1,33,1982,0,"Intact",9,0,"1. Control",0,1,NA,11.967
"C",1,33,1983,0,"Intact",9,0,"1. Control",0,2,"INTRODUCED",0.03
"C",1,33,1983,0,"Intact",9,0,"1. Control",0,2,"NATIVE",116.366
"C",1,33,1983,0,"Intact",9,0,"1. Control",0,2,NA,20.367
"C",1,33,1984,0,"Intact",9,0,"1. Control",0,3,"NATIVE",102.747
"C",1,33,1984,0,"Intact",9,0,"1. Control",0,3,NA,26.397
"C",1,33,1985,0,"Intact",9,0,"1. Control",0,4,"NATIVE",169.821
"C",1,33,1985,0,"Intact",9,0,"1. Control",0,4,NA,20.736
"C",1,33,1986,0,"Intact",9,0,"1. Control",0,5,"NATIVE",86.067
"C",1,33,1986,0,"Intact",9,0,"1. Control",0,5,NA,21.9
"C",1,33,1987,0,"Intact",9,0,"1. Control",0,6,"NATIVE",244.064
"C",1,33,1987,0,"Intact",9,0,"1. Control",0,6,NA,36.6
"C",1,33,1988,0,"Intact",9,0,"1. Control",0,7,"NATIVE",101.001
"C",1,33,1988,0,"Intact",9,0,"1. Control",0,7,NA,7.833
"C",1,33,1989,0,"Intact",9,0,"1. Control",0,8,"NATIVE",113.268
"C",1,33,1989,0,"Intact",9,0,"1. Control",0,8,NA,21.333
"C",1,33,1990,0,"Intact",9,0,"1. Control",0,9,"INTRODUCED",2.8
"C",1,33,1990,0,"Intact",9,0,"1. Control",0,9,"NATIVE",221.639
"C",1,33,1990,0,"Intact",9,0,"1. Control",0,9,NA,10.433
"C",1,33,1991,0,"Intact",9,0,"1. Control",0,10,"NATIVE",184.53
"C",1,33,1991,0,"Intact",9,0,"1. Control",0,10,NA,47.4
"C",1,33,1992,0,"Intact",9,0,"1. Control",0,11,"INTRODUCED",0.106
"C",1,33,1992,0,"Intact",9,0,"1. Control",0,11,"NATIVE",120.4
"C",1,33,1992,0,"Intact",9,0,"1. Control",0,11,NA,68.533
"C",1,33,1993,0,"Intact",9,0,"1. Control",0,12,"NATIVE",255.496
"C",1,33,1993,0,"Intact",9,0,"1. Control",0,12,NA,42.767
"C",1,33,1994,0,"Intact",9,0,"1. Control",0,13,"INTRODUCED",0.2
"C",1,33,1994,0,"Intact",9,0,"1. Control",0,13,"NATIVE",30.001
"C",1,33,1994,0,"Intact",9,0,"1. Control",0,13,NA,54.9
"C",1,33,1995,0,"Intact",9,0,"1. Control",0,14,"INTRODUCED",1.004
"C",1,33,1995,0,"Intact",9,0,"1. Control",0,14,"NATIVE",208.752
"C",1,33,1995,0,"Intact",9,0,"1. Control",0,14,NA,84.833
"C",1,33,1996,0,"Intact",9,0,"1. Control",0,15,"INTRODUCED",0.633
"C",1,33,1996,0,"Intact",9,0,"1. Control",0,15,"NATIVE",219.333
"C",1,33,1996,0,"Intact",9,0,"1. Control",0,15,NA,126.87
"C",1,33,1997,0,"Intact",9,0,"1. Control",0,16,"NATIVE",303.934
"C",1,33,1997,0,"Intact",9,0,"1. Control",0,16,NA,72.167
"C",1,33,1998,0,"Intact",9,0,"1. Control",0,17,"INTRODUCED",4.567
"C",1,33,1998,0,"Intact",9,0,"1. Control",0,17,"NATIVE",158.433
"C",1,33,1998,0,"Intact",9,0,"1. Control",0,17,NA,106.6
"C",1,33,1999,0,"Intact",9,0,"1. Control",0,18,"INTRODUCED",0.36
"C",1,33,1999,0,"Intact",9,0,"1. Control",0,18,"NATIVE",173.11
"C",1,33,1999,0,"Intact",9,0,"1. Control",0,18,NA,79.333
"C",1,33,2000,0,"Intact",9,0,"1. Control",0,19,"INTRODUCED",0.803
"C",1,33,2000,0,"Intact",9,0,"1. Control",0,19,"NATIVE",251.874
"C",1,33,2000,0,"Intact",9,0,"1. Control",0,19,NA,93.2
"C",1,33,2001,0,"Intact",9,0,"1. Control",0,20,"NATIVE",76.634
"C",1,33,2001,0,"Intact",9,0,"1. Control",0,20,NA,120.27
"C",1,33,2002,0,"Intact",9,0,"1. Control",0,21,"NATIVE",146.793
"C",1,33,2002,0,"Intact",9,0,"1. Control",0,21,NA,216.97
"C",1,33,2003,0,"Intact",9,0,"1. Control",0,22,"INTRODUCED",1.833
"C",1,33,2003,0,"Intact",9,0,"1. Control",0,22,"NATIVE",97.034
"C",1,33,2003,0,"Intact",9,0,"1. Control",0,22,NA,61.433
"C",1,33,2004,0,"Intact",9,0,"1. Control",0,23,"INTRODUCED",8.4667
"C",1,33,2004,0,"Intact",9,0,"1. Control",0,23,"NATIVE",38.5997
"C",1,33,2004,0,"Intact",9,0,"1. Control",0,23,NA,70.2
"C",1,44,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"NATIVE",749.553
"C",1,44,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"INTRODUCED",56.767
"C",1,44,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"NATIVE",687.401
"C",1,44,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"INTRODUCED",126.53
"C",1,44,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"NATIVE",196.604
"C",1,44,1984,0,"Intact",8,27.2,"2. NPK+",1,3,NA,0.993
"C",1,44,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"INTRODUCED",342
"C",1,44,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"NATIVE",97.444
"C",1,44,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"INTRODUCED",383.996
"C",1,44,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"NATIVE",16.983
"C",1,44,1986,0,"Intact",8,27.2,"2. NPK+",1,5,NA,2.133
"C",1,44,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"INTRODUCED",487.1
"C",1,44,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"NATIVE",2.8
"C",1,44,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"INTRODUCED",154.33
"C",1,44,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"NATIVE",15.434
"C",1,44,1988,0,"Intact",8,27.2,"2. NPK+",1,7,NA,4.533
"C",1,44,1989,0,"Intact",8,27.2,"2. NPK+",1,8,"INTRODUCED",63.1
"C",1,44,1989,0,"Intact",8,27.2,"2. NPK+",1,8,"NATIVE",21.167
"C",1,44,1989,0,"Intact",8,27.2,"2. NPK+",1,8,NA,139.63
"C",1,44,1990,0,"Intact",8,27.2,"2. NPK+",1,9,"INTRODUCED",24.8
"C",1,44,1990,0,"Intact",8,27.2,"2. NPK+",1,9,"NATIVE",2.526
"C",1,44,1990,0,"Intact",8,27.2,"2. NPK+",1,9,NA,163.2
"C",1,44,1991,0,"Intact",8,27.2,"2. NPK+",1,10,"INTRODUCED",42.467
"C",1,44,1991,0,"Intact",8,27.2,"2. NPK+",1,10,"NATIVE",5.234
"C",1,44,1991,0,"Intact",8,27.2,"2. NPK+",1,10,NA,232.7
"C",1,44,1992,0,"Intact",8,27.2,"2. NPK+",1,11,"NATIVE",141.106
"C",1,44,1992,0,"Intact",8,27.2,"2. NPK+",1,11,NA,213.4
"C",1,44,1993,0,"Intact",8,27.2,"2. NPK+",1,12,"INTRODUCED",121.763
"C",1,44,1993,0,"Intact",8,27.2,"2. NPK+",1,12,"NATIVE",387.17
"C",1,44,1993,0,"Intact",8,27.2,"2. NPK+",1,12,NA,27.467
"C",1,44,1994,0,"Intact",8,27.2,"2. NPK+",1,13,"INTRODUCED",29.9
"C",1,44,1994,0,"Intact",8,27.2,"2. NPK+",1,13,"NATIVE",264.37
"C",1,44,1994,0,"Intact",8,27.2,"2. NPK+",1,13,NA,72.6
"C",1,44,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"INTRODUCED",689.5
"C",1,44,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"NATIVE",76.499
"C",1,44,1995,0,"Intact",8,27.2,"2. NPK+",1,14,NA,47.6
"C",1,44,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"INTRODUCED",99.733
"C",1,44,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"NATIVE",60.933
"C",1,44,1996,0,"Intact",8,27.2,"2. NPK+",1,15,NA,32.3
"C",1,44,1997,0,"Intact",8,27.2,"2. NPK+",1,16,"INTRODUCED",153.297
"C",1,44,1997,0,"Intact",8,27.2,"2. NPK+",1,16,"NATIVE",12.533
"C",1,44,1997,0,"Intact",8,27.2,"2. NPK+",1,16,NA,73.667
"C",1,44,1998,0,"Intact",8,27.2,"2. NPK+",1,17,"INTRODUCED",262.03
"C",1,44,1998,0,"Intact",8,27.2,"2. NPK+",1,17,"NATIVE",3.3
"C",1,44,1998,0,"Intact",8,27.2,"2. NPK+",1,17,NA,12.833
"C",1,44,1999,0,"Intact",8,27.2,"2. NPK+",1,18,"INTRODUCED",47.16
"C",1,44,1999,0,"Intact",8,27.2,"2. NPK+",1,18,"NATIVE",33.967
"C",1,44,1999,0,"Intact",8,27.2,"2. NPK+",1,18,NA,166.2
"C",1,44,2000,0,"Intact",8,27.2,"2. NPK+",1,19,"INTRODUCED",293.8
"C",1,44,2000,0,"Intact",8,27.2,"2. NPK+",1,19,"NATIVE",9.1
"C",1,44,2000,0,"Intact",8,27.2,"2. NPK+",1,19,NA,14.267
"C",1,44,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"INTRODUCED",135.666
"C",1,44,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"NATIVE",16.799
"C",1,44,2002,0,"Intact",8,27.2,"2. NPK+",1,21,"INTRODUCED",536.003
"C",1,44,2002,0,"Intact",8,27.2,"2. NPK+",1,21,"NATIVE",30.3
"C",1,44,2002,0,"Intact",8,27.2,"2. NPK+",1,21,NA,6.9
"C",1,44,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"INTRODUCED",401.7
"C",1,44,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"NATIVE",454.97
"C",1,44,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"INTRODUCED",571.3
"C",1,44,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"NATIVE",6.7666
"C",1,51,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"INTRODUCED",5.196
"C",1,51,1982,0,"Intact",8,27.2,"2. NPK+",1,1,"NATIVE",523.727
"C",1,51,1982,0,"Intact",8,27.2,"2. NPK+",1,1,NA,29.5
"C",1,51,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"INTRODUCED",73.2
"C",1,51,1983,0,"Intact",8,27.2,"2. NPK+",1,2,"NATIVE",466.73
"C",1,51,1983,0,"Intact",8,27.2,"2. NPK+",1,2,NA,107.1
"C",1,51,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"INTRODUCED",95.963
"C",1,51,1984,0,"Intact",8,27.2,"2. NPK+",1,3,"NATIVE",26.326
"C",1,51,1984,0,"Intact",8,27.2,"2. NPK+",1,3,NA,164.93
"C",1,51,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"INTRODUCED",40.637
"C",1,51,1985,0,"Intact",8,27.2,"2. NPK+",1,4,"NATIVE",16.593
"C",1,51,1985,0,"Intact",8,27.2,"2. NPK+",1,4,NA,98.733
"C",1,51,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"INTRODUCED",6.724
"C",1,51,1986,0,"Intact",8,27.2,"2. NPK+",1,5,"NATIVE",138.654
"C",1,51,1986,0,"Intact",8,27.2,"2. NPK+",1,5,NA,261.77
"C",1,51,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"INTRODUCED",118.33
"C",1,51,1987,0,"Intact",8,27.2,"2. NPK+",1,6,"NATIVE",30.101
"C",1,51,1987,0,"Intact",8,27.2,"2. NPK+",1,6,NA,183.33
"C",1,51,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"INTRODUCED",36.733
"C",1,51,1988,0,"Intact",8,27.2,"2. NPK+",1,7,"NATIVE",79.467
"C",1,51,1988,0,"Intact",8,27.2,"2. NPK+",1,7,NA,27.633
"C",1,51,1989,0,"Intact",8,27.2,"2. NPK+",1,8,"INTRODUCED",224.07
"C",1,51,1989,0,"Intact",8,27.2,"2. NPK+",1,8,"NATIVE",13.833
"C",1,51,1989,0,"Intact",8,27.2,"2. NPK+",1,8,NA,21.367
"C",1,51,1990,0,"Intact",8,27.2,"2. NPK+",1,9,"INTRODUCED",306.87
"C",1,51,1990,0,"Intact",8,27.2,"2. NPK+",1,9,"NATIVE",11.1
"C",1,51,1990,0,"Intact",8,27.2,"2. NPK+",1,9,NA,1.4
"C",1,51,1991,0,"Intact",8,27.2,"2. NPK+",1,10,"INTRODUCED",440.003
"C",1,51,1991,0,"Intact",8,27.2,"2. NPK+",1,10,"NATIVE",32.243
"C",1,51,1991,0,"Intact",8,27.2,"2. NPK+",1,10,NA,23
"C",1,51,1992,0,"Intact",8,27.2,"2. NPK+",1,11,"INTRODUCED",284.297
"C",1,51,1992,0,"Intact",8,27.2,"2. NPK+",1,11,"NATIVE",86.257
"C",1,51,1992,0,"Intact",8,27.2,"2. NPK+",1,11,NA,3.8
"C",1,51,1993,0,"Intact",8,27.2,"2. NPK+",1,12,"INTRODUCED",216.103
"C",1,51,1993,0,"Intact",8,27.2,"2. NPK+",1,12,"NATIVE",487.3
"C",1,51,1993,0,"Intact",8,27.2,"2. NPK+",1,12,NA,119.63
"C",1,51,1994,0,"Intact",8,27.2,"2. NPK+",1,13,"INTRODUCED",6.533
"C",1,51,1994,0,"Intact",8,27.2,"2. NPK+",1,13,"NATIVE",363.997
"C",1,51,1994,0,"Intact",8,27.2,"2. NPK+",1,13,NA,66.4
"C",1,51,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"INTRODUCED",131.733
"C",1,51,1995,0,"Intact",8,27.2,"2. NPK+",1,14,"NATIVE",28.5
"C",1,51,1995,0,"Intact",8,27.2,"2. NPK+",1,14,NA,257.27
"C",1,51,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"INTRODUCED",24.143
"C",1,51,1996,0,"Intact",8,27.2,"2. NPK+",1,15,"NATIVE",247.753
"C",1,51,1996,0,"Intact",8,27.2,"2. NPK+",1,15,NA,182.03
"C",1,51,1997,0,"Intact",8,27.2,"2. NPK+",1,16,"INTRODUCED",254.533
"C",1,51,1997,0,"Intact",8,27.2,"2. NPK+",1,16,"NATIVE",76.3
"C",1,51,1997,0,"Intact",8,27.2,"2. NPK+",1,16,NA,17.733
"C",1,51,1998,0,"Intact",8,27.2,"2. NPK+",1,17,"INTRODUCED",90.533
"C",1,51,1998,0,"Intact",8,27.2,"2. NPK+",1,17,"NATIVE",89.034
"C",1,51,1998,0,"Intact",8,27.2,"2. NPK+",1,17,NA,151.23
"C",1,51,1999,0,"Intact",8,27.2,"2. NPK+",1,18,"INTRODUCED",89.337
"C",1,51,1999,0,"Intact",8,27.2,"2. NPK+",1,18,"NATIVE",2.317
"C",1,51,1999,0,"Intact",8,27.2,"2. NPK+",1,18,NA,37.467
"C",1,51,2000,0,"Intact",8,27.2,"2. NPK+",1,19,"INTRODUCED",201.104
"C",1,51,2000,0,"Intact",8,27.2,"2. NPK+",1,19,"NATIVE",11.333
"C",1,51,2000,0,"Intact",8,27.2,"2. NPK+",1,19,NA,142.17
"C",1,51,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"INTRODUCED",83.367
"C",1,51,2001,0,"Intact",8,27.2,"2. NPK+",1,20,"NATIVE",26.634
"C",1,51,2001,0,"Intact",8,27.2,"2. NPK+",1,20,NA,16.8
"C",1,51,2002,0,"Intact",8,27.2,"2. NPK+",1,21,"INTRODUCED",323.467
"C",1,51,2002,0,"Intact",8,27.2,"2. NPK+",1,21,"NATIVE",273.367
"C",1,51,2002,0,"Intact",8,27.2,"2. NPK+",1,21,NA,16.1
"C",1,51,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"INTRODUCED",241
"C",1,51,2003,0,"Intact",8,27.2,"2. NPK+",1,22,"NATIVE",210.937
"C",1,51,2003,0,"Intact",8,27.2,"2. NPK+",1,22,NA,6.633
"C",1,51,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"INTRODUCED",155.67
"C",1,51,2004,0,"Intact",8,27.2,"2. NPK+",1,23,"NATIVE",487.2967
"C",1,51,2004,0,"Intact",8,27.2,"2. NPK+",1,23,NA,0.2334
"C",1,53,1982,0,"Intact",9,0,"1. Control",0,1,"INTRODUCED",4.073
"C",1,53,1982,0,"Intact",9,0,"1. Control",0,1,"NATIVE",135.74
"C",1,53,1982,0,"Intact",9,0,"1. Control",0,1,NA,19.367
"C",1,53,1983,0,"Intact",9,0,"1. Control",0,2,"INTRODUCED",1.74
"C",1,53,1983,0,"Intact",9,0,"1. Control",0,2,"NATIVE",198.203
"C",1,53,1983,0,"Intact",9,0,"1. Control",0,2,NA,38.5
"C",1,53,1984,0,"Intact",9,0,"1. Control",0,3,"INTRODUCED",3.574
"C",1,53,1984,0,"Intact",9,0,"1. Control",0,3,"NATIVE",110.596
"C",1,53,1984,0,"Intact",9,0,"1. Control",0,3,NA,21.277
"C",1,53,1985,0,"Intact",9,0,"1. Control",0,4,"INTRODUCED",0.93
"C",1,53,1985,0,"Intact",9,0,"1. Control",0,4,"NATIVE",91.46
"C",1,53,1985,0,"Intact",9,0,"1. Control",0,4,NA,14
"C",1,53,1986,0,"Intact",9,0,"1. Control",0,5,"INTRODUCED",0.78
"C",1,53,1986,0,"Intact",9,0,"1. Control",0,5,"NATIVE",106.785
"C",1,53,1986,0,"Intact",9,0,"1. Control",0,5,NA,29.63
"C",1,53,1987,0,"Intact",9,0,"1. Control",0,6,"INTRODUCED",1.9
"C",1,53,1987,0,"Intact",9,0,"1. Control",0,6,"NATIVE",521.439
"C",1,53,1987,0,"Intact",9,0,"1. Control",0,6,NA,22.833
"C",1,53,1988,0,"Intact",9,0,"1. Control",0,7,"NATIVE",91.1
"C",1,53,1988,0,"Intact",9,0,"1. Control",0,7,NA,11.367
"C",1,53,1989,0,"Intact",9,0,"1. Control",0,8,"NATIVE",281.068
"C",1,53,1989,0,"Intact",9,0,"1. Control",0,8,NA,13.633
"C",1,53,1990,0,"Intact",9,0,"1. Control",0,9,"NATIVE",105.907
"C",1,53,1990,0,"Intact",9,0,"1. Control",0,9,NA,8.567
"C",1,53,1991,0,"Intact",9,0,"1. Control",0,10,"NATIVE",158.465
"C",1,53,1991,0,"Intact",9,0,"1. Control",0,10,NA,23.233
"C",1,53,1992,0,"Intact",9,0,"1. Control",0,11,"INTRODUCED",0.538
"C",1,53,1992,0,"Intact",9,0,"1. Control",0,11,"NATIVE",48.313
"C",1,53,1992,0,"Intact",9,0,"1. Control",0,11,NA,35.9
"C",1,53,1993,0,"Intact",9,0,"1. Control",0,12,"INTRODUCED",3.766
"C",1,53,1993,0,"Intact",9,0,"1. Control",0,12,"NATIVE",239.903
"C",1,53,1993,0,"Intact",9,0,"1. Control",0,12,NA,46.5
"C",1,53,1994,0,"Intact",9,0,"1. Control",0,13,"INTRODUCED",11.567
"C",1,53,1994,0,"Intact",9,0,"1. Control",0,13,"NATIVE",177.767
"C",1,53,1994,0,"Intact",9,0,"1. Control",0,13,NA,25.5
"C",1,53,1995,0,"Intact",9,0,"1. Control",0,14,"INTRODUCED",6.366
"C",1,53,1995,0,"Intact",9,0,"1. Control",0,14,"NATIVE",182.34
"C",1,53,1995,0,"Intact",9,0,"1. Control",0,14,NA,58.067
"C",1,53,1996,0,"Intact",9,0,"1. Control",0,15,"INTRODUCED",4.86
"C",1,53,1996,0,"Intact",9,0,"1. Control",0,15,"NATIVE",151.867
"C",1,53,1996,0,"Intact",9,0,"1. Control",0,15,NA,66.1
"C",1,53,1997,0,"Intact",9,0,"1. Control",0,16,"INTRODUCED",1.934
"C",1,53,1997,0,"Intact",9,0,"1. Control",0,16,"NATIVE",112.2
"C",1,53,1997,0,"Intact",9,0,"1. Control",0,16,NA,34.033
"C",1,53,1998,0,"Intact",9,0,"1. Control",0,17,"NATIVE",144.135
"C",1,53,1998,0,"Intact",9,0,"1. Control",0,17,NA,29.533
"C",1,53,1999,0,"Intact",9,0,"1. Control",0,18,"INTRODUCED",0.063
"C",1,53,1999,0,"Intact",9,0,"1. Control",0,18,"NATIVE",208.736
"C",1,53,1999,0,"Intact",9,0,"1. Control",0,18,NA,43
"C",1,53,2000,0,"Intact",9,0,"1. Control",0,19,"NATIVE",135.679
"C",1,53,2000,0,"Intact",9,0,"1. Control",0,19,NA,30.1
"C",1,53,2001,0,"Intact",9,0,"1. Control",0,20,"NATIVE",221.77
"C",1,53,2001,0,"Intact",9,0,"1. Control",0,20,NA,28.533
"C",1,53,2002,0,"Intact",9,0,"1. Control",0,21,"NATIVE",103.702
"C",1,53,2002,0,"Intact",9,0,"1. Control",0,21,NA,41.7
"C",1,53,2003,0,"Intact",9,0,"1. Control",0,22,"NATIVE",104.46
"C",1,53,2003,0,"Intact",9,0,"1. Control",0,22,NA,61.933
"C",1,53,2004,0,"Intact",9,0,"1. Control",0,23,"INTRODUCED",3.7
"C",1,53,2004,0,"Intact",9,0,"1. Control",0,23,"NATIVE",87.2664
"C",1,53,2004,0,"Intact",9,0,"1. Control",0,23,NA,24.967
"C",1,54,1982,0,"Intact",9,0,"1. Control",0,1,"NATIVE",196.377
"C",1,54,1982,0,"Intact",9,0,"1. Control",0,1,NA,31.333
"C",1,54,1983,0,"Intact",9,0,"1. Control",0,2,"INTRODUCED",2.133
"C",1,54,1983,0,"Intact",9,0,"1. Control",0,2,"NATIVE",112.835
"C",1,54,1983,0,"Intact",9,0,"1. Control",0,2,NA,21.6
"C",1,54,1984,0,"Intact",9,0,"1. Control",0,3,"NATIVE",138.293
"C",1,54,1984,0,"Intact",9,0,"1. Control",0,3,NA,26.9
"C",1,54,1985,0,"Intact",9,0,"1. Control",0,4,"INTRODUCED",0.287
"C",1,54,1985,0,"Intact",9,0,"1. Control",0,4,"NATIVE",111.27
"C",1,54,1985,0,"Intact",9,0,"1. Control",0,4,NA,30.8
"C",1,54,1986,0,"Intact",9,0,"1. Control",0,5,"NATIVE",122.242
"C",1,54,1986,0,"Intact",9,0,"1. Control",0,5,NA,19.94
"C",1,54,1987,0,"Intact",9,0,"1. Control",0,6,"NATIVE",96.636
"C",1,54,1987,0,"Intact",9,0,"1. Control",0,6,NA,18.233
"C",1,54,1988,0,"Intact",9,0,"1. Control",0,7,"NATIVE",94.634
"C",1,54,1988,0,"Intact",9,0,"1. Control",0,7,NA,4.767
"C",1,54,1989,0,"Intact",9,0,"1. Control",0,8,"NATIVE",201.5
"C",1,54,1989,0,"Intact",9,0,"1. Control",0,8,NA,14.767
"C",1,54,1990,0,"Intact",9,0,"1. Control",0,9,"NATIVE",133.508
"C",1,54,1990,0,"Intact",9,0,"1. Control",0,9,NA,3.167
"C",1,54,1991,0,"Intact",9,0,"1. Control",0,10,"NATIVE",107.137
